,,,,RESIDENTIAL,,,,COMMERCIAL,,,,INDUSTRIAL,,,,TRANSPORTATION,,,,OTHER,,,,TOTAL,,,
,,,,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price
Year,Month,State,Data Status,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh
2010,10,KY,Final,"154,258","1,594,368","1,928,872",9.68,"118,748","1,402,449","297,420",8.47,"203,953","3,889,032","7,359",5.24,0,0,0,0.00,.,.,.,.,"476,959","6,885,849","2,233,651",6.93
2010,10,LA,Final,"245,908","2,565,677","2,012,085",9.58,"187,152","2,125,260","279,229",8.81,"149,578","2,457,928","18,012",6.09,91,920,22,9.89,.,.,.,.,"582,728","7,149,785","2,309,348",8.15
2010,10,MA,Final,"217,352","1,493,528","2,660,647",14.55,"204,757","1,456,266","378,623",14.06,"194,110","1,454,935","16,172",13.34,"1,552","27,505",2,5.64,.,.,.,.,"617,771","4,432,234","3,055,444",13.94
2010,10,MD,Final,"240,188","1,763,508","2,201,445",13.62,"273,934","2,351,605","244,607",11.65,"35,008","384,836","8,776",9.10,"3,650","41,251",5,8.85,.,.,.,.,"552,780","4,541,200","2,454,833",12.17
2010,10,ME,Final,"54,032","340,804","700,271",15.85,"43,186","337,176","88,532",12.81,"24,800","299,473","2,815",8.28,0,0,0,0.00,.,.,.,.,"122,017","977,453","791,618",12.48
2010,10,MI,Final,"275,396","2,181,448","4,240,997",12.62,"308,757","3,166,503","508,864",9.75,"180,156","2,659,883","12,711",6.77,40,392,1,10.20,.,.,.,.,"764,349","8,008,227","4,762,573",9.54
2010,10,MN,Final,"159,527","1,467,293","2,302,830",10.87,"147,556","1,801,683","277,663",8.19,"118,473","1,951,295","9,176",6.07,144,"1,845",1,7.80,.,.,.,.,"425,699","5,222,116","2,589,670",8.15
2010,10,MO,Final,"198,389","2,105,154","2,691,225",9.42,"174,540","2,423,767","371,576",7.20,"78,396","1,472,236","8,875",5.32,84,"1,409",1,5.96,.,.,.,.,"451,409","6,002,566","3,071,677",7.52
2010,10,MS,Final,"143,785","1,437,515","1,257,501",10.00,"108,385","1,174,877","225,604",9.23,"83,990","1,332,468","6,689",6.30,0,0,0,0.00,.,.,.,.,"336,159","3,944,860","1,489,794",8.52
2010,10,MT,Final,"30,127","310,783","467,995",9.69,"34,738","391,850","101,262",8.87,"18,589","335,480","5,421",5.54,0,0,0,0.00,.,.,.,.,"83,454","1,038,113","574,678",8.04
2010,10,NC,Final,"395,489","3,716,207","4,204,202",10.64,"313,672","3,861,466","647,300",8.12,"134,135","2,181,867","10,946",6.15,37,541,8,6.84,.,.,.,.,"843,333","9,760,081","4,862,456",8.64
2010,10,ND,Final,"24,579","273,500","328,054",8.99,"27,714","372,794","59,021",7.43,"19,453","332,904","2,628",5.84,0,0,0,0.00,.,.,.,.,"71,746","979,197","389,703",7.33
2010,10,NE,Final,"51,791","569,420","802,102",9.10,"59,223","776,318","154,126",7.63,"47,708","812,237","32,461",5.87,0,0,0,0.00,.,.,.,.,"158,721","2,157,974","988,689",7.36
2010,10,NH,Final,"55,808","327,160","599,574",17.06,"52,684","364,648","104,696",14.45,"21,193","165,035","3,487",12.84,0,0,0,0.00,.,.,.,.,"129,685","856,843","707,757",15.14
2010,10,NJ,Final,"311,329","1,905,153","3,452,265",16.34,"417,653","3,133,630","479,656",13.33,"80,433","747,455","12,921",10.76,"2,468","23,970",6,10.30,.,.,.,.,"811,883","5,810,208","3,944,848",13.97
2010,10,NM,Final,"51,549","485,076","854,576",10.63,"65,181","765,805","135,812",8.51,"34,762","583,539","7,388",5.96,0,0,0,0.00,.,.,.,.,"151,492","1,834,420","997,776",8.26
2010,10,NV,Final,"97,030","796,682","1,060,887",12.18,"72,041","764,275","154,427",9.43,"77,236","1,113,443","3,589",6.94,64,721,18,8.88,.,.,.,.,"246,371","2,675,121","1,218,921",9.21
2010,10,NY,Final,"685,784","3,734,312","6,968,302",18.36,"998,665","6,155,386","1,037,371",16.22,"97,328","1,117,015","8,359",8.71,"33,348","237,640",22,14.03,.,.,.,.,"1,815,124","11,244,352","8,014,054",16.14
2010,10,OH,Final,"382,882","3,330,980","4,863,408",11.49,"368,822","3,692,248","613,045",9.99,"298,023","4,490,746","20,628",6.64,174,"2,008",3,8.67,.,.,.,.,"1,049,901","11,515,983","5,497,084",9.12
2010,10,OK,Final,"140,807","1,405,801","1,668,251",10.02,"115,509","1,524,519","263,211",7.58,"66,433","1,238,552","18,346",5.36,0,0,0,0.00,.,.,.,.,"322,750","4,168,873","1,949,808",7.74
2010,10,OR,Final,"119,027","1,304,693","1,629,862",9.12,"101,817","1,314,195","238,941",7.75,"54,045","986,877","22,664",5.48,140,"1,975",58,7.09,.,.,.,.,"275,028","3,607,740","1,891,525",7.62
2010,10,PA,Final,"458,482","3,518,367","5,243,399",13.03,"370,743","3,650,438","679,506",10.16,"280,092","3,736,950","27,274",7.50,"5,614","67,051",14,8.37,.,.,.,.,"1,114,930","10,972,806","5,950,193",10.16
2010,10,RI,Final,"35,218","222,133","434,787",15.85,"36,600","294,925","57,325",12.41,"8,482","77,710","1,982",10.91,282,"2,061",1,13.68,.,.,.,.,"80,582","596,829","494,095",13.50
2010,10,SC,Final,"218,933","1,974,817","2,103,797",11.09,"147,919","1,715,714","341,121",8.62,"131,824","2,295,685","4,499",5.74,0,0,0,0.00,.,.,.,.,"498,676","5,986,216","2,449,417",8.33
2010,10,SD,Final,"27,265","277,038","371,344",9.84,"25,983","338,353","66,628",7.68,"12,207","200,969","3,012",6.07,0,0,0,0.00,.,.,.,.,"65,455","816,360","440,984",8.02
2010,10,TN,Final,"295,205","2,825,676","2,702,889",10.45,"245,882","2,324,585","461,584",10.58,"176,109","2,490,703","2,064",7.07,15,101,1,14.85,.,.,.,.,"717,212","7,641,066","3,166,538",9.39
2010,10,TX,Final,"1,128,507","9,710,773","9,600,717",11.62,"937,106","10,338,765","1,456,125",9.06,"544,771","8,478,743","127,720",6.43,626,"6,368",3,9.83,.,.,.,.,"2,611,010","28,534,649","11,184,565",9.15
2010,10,UT,Final,"52,410","616,627","937,502",8.50,"66,203","900,439","123,297",7.35,"38,647","729,678","9,461",5.30,255,"2,566",10,9.94,.,.,.,.,"157,514","2,249,309","1,070,270",7.00
2010,10,VA,Final,"296,839","2,808,648","3,302,414",10.57,"283,237","3,640,808","427,426",7.78,"94,161","1,410,913","5,739",6.67,"1,198","14,820",1,8.08,.,.,.,.,"675,435","7,875,189","3,735,580",8.58
2010,10,VT,Final,"25,805","160,073","308,494",16.12,"22,692","164,786","50,824",13.77,"11,134","116,088",218,9.59,0,0,0,0.00,.,.,.,.,"59,630","440,947","359,536",13.52
2010,10,WA,Final,"187,736","2,259,137","2,822,452",8.31,"178,992","2,382,157","352,483",7.51,"91,828","2,217,225","25,186",4.14,42,522,6,8.05,.,.,.,.,"458,598","6,859,041","3,200,127",6.69
2010,10,WI,Final,"197,841","1,536,357","2,592,544",12.88,"183,165","1,850,563","338,318",9.90,"134,475","1,965,117","4,064",6.84,0,0,0,0.00,.,.,.,.,"515,481","5,352,037","2,934,926",9.63
2010,10,WV,Final,"66,700","702,562","868,405",9.49,"48,933","599,099","137,261",8.17,"63,445","1,096,656","12,384",5.79,28,348,1,8.05,.,.,.,.,"179,106","2,398,664","1,018,051",7.47
2010,10,WY,Final,"16,440","173,142","257,305",9.50,"27,584","361,962","59,555",7.62,"45,421","883,589","8,715",5.14,0,0,0,0.00,.,.,.,.,"89,445","1,418,692","325,575",6.30
2010,11,AK,Final,"30,705","185,261","272,358",16.57,"34,887","243,036","47,872",14.35,"15,100","107,379","1,214",14.06,0,0,0,0.00,.,.,.,.,"80,692","535,676","321,444",15.06
2010,11,AL,Final,"224,210","2,058,995","2,148,072",10.89,"172,807","1,683,653","357,198",10.26,"149,549","2,474,591","6,868",6.04,0,0,0,0.00,.,.,.,.,"546,566","6,217,238","2,512,138",8.79
2010,11,AR,Final,"94,450","1,057,905","1,327,557",8.93,"62,771","895,381","179,721",7.01,"68,744","1,372,810","31,242",5.01,4,32,2,12.50,.,.,.,.,"225,969","3,326,127","1,538,522",6.79
2010,11,AZ,Final,"185,904","1,832,638","2,559,069",10.14,"198,811","2,204,930","300,771",9.02,"57,572","944,005","7,099",6.10,0,0,0,0.00,.,.,.,.,"442,287","4,981,573","2,866,939",8.88
2010,11,CA,Final,"936,875","6,385,498","12,674,585",14.67,"1,174,445","9,665,598","1,780,871",12.15,"375,165","3,996,233","74,297",9.39,"5,204","67,215",11,7.74,.,.,.,.,"2,491,689","20,114,545","14,529,764",12.39
2010,11,CO,Final,"143,112","1,377,869","2,133,005",10.39,"139,962","1,581,891","349,873",8.85,"78,310","1,221,567","14,961",6.41,352,"3,958",1,8.89,.,.,.,.,"361,735","4,185,286","2,497,840",8.64
2010,11,CT,Final,"179,010","918,327","1,452,169",19.49,"163,639","996,458","149,631",16.42,"40,695","285,648","4,825",14.25,"1,560","14,002",2,11.14,.,.,.,.,"384,904","2,214,435","1,606,627",17.38
2010,11,DC,Final,"16,135","121,113","228,454",13.32,"94,961","710,047","26,405",13.37,"1,436","18,371",1,7.82,"2,384","23,216",1,10.27,.,.,.,.,"114,917","872,747","254,861",13.17
2010,11,DE,Final,"40,028","276,462","396,408",14.48,"34,945","309,382","49,987",11.30,"18,025","200,535","1,247",8.99,0,0,0,0.00,.,.,.,.,"92,998","786,379","447,642",11.83
2010,11,FL,Final,"937,125","8,010,873","8,712,124",11.70,"725,177","7,244,363","1,143,825",10.01,"126,376","1,395,485","18,074",9.06,637,"6,964",25,9.15,.,.,.,.,"1,789,315","16,657,685","9,874,048",10.74
2010,11,GA,Final,"326,202","3,401,083","4,068,566",9.59,"302,610","3,485,867","548,684",8.68,"139,586","2,490,521","15,595",5.60,816,"12,100",1,6.74,.,.,.,.,"769,215","9,389,571","4,632,846",8.19
2010,11,HI,Final,"71,302","246,632","415,801",28.91,"73,601","276,452","60,298",26.62,"68,997","305,546",684,22.58,0,0,0,0.00,.,.,.,.,"213,900","828,629","476,783",25.81
2010,11,IA,Final,"103,865","1,004,601","1,328,443",10.34,"70,413","935,023","218,132",7.53,"80,308","1,644,619","5,974",4.88,0,0,0,0.00,.,.,.,.,"254,585","3,584,244","1,552,549",7.10
2010,11,ID,Final,"57,461","729,984","666,591",7.87,"31,872","494,281","101,747",6.45,"24,549","542,190","25,458",4.53,0,0,0,0.00,.,.,.,.,"113,882","1,766,455","793,796",6.45
2010,11,IL,Final,"371,076","3,098,572","5,062,616",11.98,"343,263","3,933,172","579,530",8.73,"230,395","3,492,675","6,029",6.60,"2,757","43,221",3,6.38,.,.,.,.,"947,491","10,567,641","5,648,178",8.97
2010,11,IN,Final,"240,572","2,335,170","2,740,309",10.30,"164,294","1,795,679","342,000",9.15,"238,220","3,803,213","18,787",6.26,167,"1,747",1,9.56,.,.,.,.,"643,253","7,935,809","3,101,097",8.11
2010,11,KS,Final,"85,390","851,026","1,223,750",10.03,"92,512","1,145,378","221,526",8.08,"52,611","838,139","23,166",6.28,0,0,0,0.00,.,.,.,.,"230,513","2,834,543","1,468,442",8.13
2010,11,KY,Final,"159,250","1,731,395","1,929,495",9.20,"114,029","1,351,720","297,449",8.44,"195,688","3,813,158","7,227",5.13,0,0,0,0.00,.,.,.,.,"468,967","6,896,273","2,234,171",6.80
2010,11,LA,Final,"169,047","1,907,752","2,010,328",8.86,"154,955","1,843,173","279,464",8.41,"138,366","2,486,009","17,953",5.57,73,839,22,8.70,.,.,.,.,"462,441","6,237,773","2,307,767",7.41
2010,11,MA,Final,"215,599","1,521,401","2,673,592",14.17,"194,118","1,408,142","379,610",13.79,"187,819","1,415,987","16,155",13.26,"1,419","28,303",2,5.01,.,.,.,.,"598,955","4,373,834","3,069,359",13.69
2010,11,MD,Final,"246,738","1,865,567","2,202,405",13.23,"265,189","2,284,176","244,573",11.61,"33,755","372,046","8,800",9.07,"3,430","39,254",5,8.74,.,.,.,.,"549,112","4,561,044","2,455,783",12.04
2010,11,ME,Final,"55,315","349,245","700,437",15.84,"40,573","319,517","88,337",12.70,"22,792","257,496","2,829",8.85,0,0,0,0.00,.,.,.,.,"118,680","926,257","791,603",12.81
2010,11,MI,Final,"304,573","2,521,250","4,240,591",12.08,"302,973","3,185,325","518,192",9.51,"169,449","2,430,826","12,593",6.97,32,353,1,9.07,.,.,.,.,"777,027","8,137,753","4,771,377",9.55
2010,11,MN,Final,"178,198","1,676,347","2,302,223",10.63,"149,042","1,786,144","277,786",8.34,"117,470","1,909,874","8,984",6.15,140,"1,785",1,7.84,.,.,.,.,"444,849","5,374,150","2,588,994",8.28
2010,11,MO,Final,"200,195","2,209,262","2,696,021",9.06,"167,980","2,341,253","371,314",7.17,"76,847","1,477,481","8,886",5.20,106,"2,220",1,4.77,.,.,.,.,"445,128","6,030,216","3,076,222",7.38
2010,11,MS,Final,"116,138","1,132,888","1,255,943",10.25,"93,122","1,033,435","225,612",9.01,"80,055","1,286,009","6,875",6.23,0,0,0,0.00,.,.,.,.,"289,315","3,452,333","1,488,430",8.38
2010,11,MT,Final,"36,223","385,654","468,612",9.39,"34,410","388,567","101,410",8.86,"19,462","355,880","3,709",5.47,0,0,0,0.00,.,.,.,.,"90,095","1,130,100","573,731",7.97
2010,11,NC,Final,"355,361","3,523,954","4,204,050",10.08,"273,868","3,479,315","647,459",7.87,"132,917","2,303,144","10,926",5.77,34,495,8,6.87,.,.,.,.,"762,179","9,306,908","4,862,443",8.19
2010,11,ND,Final,"31,116","382,808","328,629",8.13,"30,279","416,924","59,126",7.26,"19,379","337,116","2,643",5.75,0,0,0,0.00,.,.,.,.,"80,774","1,136,848","390,398",7.11
2010,11,NE,Final,"57,626","649,889","801,794",8.87,"55,154","749,318","154,231",7.36,"45,608","848,505","30,797",5.38,0,0,0,0.00,.,.,.,.,"158,388","2,247,712","986,822",7.05
2010,11,NH,Final,"54,768","324,352","596,293",16.89,"48,524","332,694","104,486",14.59,"20,011","155,274","3,482",12.89,0,0,0,0.00,.,.,.,.,"123,304","812,320","704,261",15.18
2010,11,NJ,Final,"307,197","1,887,491","3,455,448",16.28,"400,218","3,035,535","473,652",13.18,"75,274","668,251","12,819",11.26,"2,466","24,086",6,10.24,.,.,.,.,"785,156","5,615,363","3,941,925",13.98
2010,11,NM,Final,"46,389","468,805","854,869",9.90,"55,931","693,261","135,684",8.07,"30,054","550,016","7,379",5.46,0,0,0,0.00,.,.,.,.,"132,375","1,712,082","997,932",7.73
2010,11,NV,Final,"74,850","594,125","1,059,595",12.60,"66,864","698,261","154,207",9.58,"55,524","1,110,202","3,392",5.00,49,611,18,8.02,.,.,.,.,"197,287","2,403,200","1,217,212",8.21
2010,11,NY,Final,"659,264","3,611,571","6,968,631",18.25,"916,184","5,758,272","1,032,689",15.91,"89,320","1,076,022","8,271",8.30,"32,839","231,215",21,14.20,.,.,.,.,"1,697,608","10,677,079","8,009,612",15.90
2010,11,OH,Final,"422,267","3,679,784","4,875,214",11.48,"353,107","3,584,403","613,955",9.85,"285,528","4,436,868","20,613",6.44,261,"3,298",3,7.91,.,.,.,.,"1,061,163","11,704,352","5,509,785",9.07
2010,11,OK,Final,"120,459","1,291,882","1,667,294",9.32,"98,559","1,466,863","263,260",6.72,"64,284","1,275,452","18,333",5.04,0,0,0,0.00,.,.,.,.,"283,301","4,034,197","1,948,887",7.02
2010,11,OR,Final,"145,301","1,617,808","1,629,977",8.98,"102,642","1,336,704","239,215",7.68,"55,160","989,078","20,146",5.58,140,"1,976",58,7.09,.,.,.,.,"303,243","3,945,566","1,889,396",7.69
2010,11,PA,Final,"495,897","3,911,469","5,245,980",12.68,"354,639","3,546,203","679,912",10.00,"272,222","3,556,533","27,296",7.65,"5,765","67,728",14,8.51,.,.,.,.,"1,128,523","11,081,933","5,953,202",10.18
2010,11,RI,Final,"36,477","228,415","434,780",15.97,"36,806","287,477","57,151",12.80,"8,739","78,694","1,972",11.11,307,"2,108",1,14.56,.,.,.,.,"82,330","596,694","493,904",13.80
2010,11,SC,Final,"207,323","1,861,681","2,098,908",11.14,"142,972","1,551,620","340,481",9.21,"130,422","2,307,027","4,489",5.65,0,0,0,0.00,.,.,.,.,"480,716","5,720,328","2,443,878",8.40
2010,11,SD,Final,"30,769","334,844","371,410",9.19,"25,596","340,560","66,488",7.52,"11,587","196,481","2,949",5.90,0,0,0,0.00,.,.,.,.,"67,952","871,885","440,847",7.79
2010,11,TN,Final,"257,544","2,526,708","2,700,213",10.19,"220,567","2,091,651","461,942",10.55,"159,321","2,392,616","2,056",6.66,15,136,1,11.03,.,.,.,.,"637,448","7,011,110","3,164,212",9.09
2010,11,TX,Final,"863,223","7,623,617","9,578,689",11.32,"781,618","8,930,212","1,453,486",8.75,"496,188","8,178,689","126,267",6.07,668,"6,809",3,9.81,.,.,.,.,"2,141,698","24,739,327","11,158,445",8.66
2010,11,UT,Final,"51,327","629,630","938,831",8.15,"53,940","804,779","123,540",6.70,"33,317","802,104","9,350",4.15,245,"2,837",11,8.64,.,.,.,.,"138,829","2,239,350","1,071,732",6.20
2010,11,VA,Final,"314,442","3,062,394","3,304,237",10.27,"273,003","3,586,003","427,381",7.61,"97,177","1,472,796","5,716",6.60,"1,012","13,734",1,7.37,.,.,.,.,"685,635","8,134,926","3,737,335",8.43
2010,11,VT,Final,"25,489","160,857","308,074",15.85,"21,807","157,996","50,866",13.80,"11,354","117,693",219,9.65,0,0,0,0.00,.,.,.,.,"58,651","436,546","359,159",13.44
2010,11,WA,Final,"229,254","2,786,239","2,816,229",8.23,"179,252","2,357,160","353,217",7.60,"92,807","2,165,687","24,106",4.29,41,527,6,7.78,.,.,.,.,"501,354","7,309,613","3,193,558",6.86
2010,11,WI,Final,"210,494","1,657,589","2,590,047",12.70,"176,620","1,788,591","338,334",9.87,"126,907","1,866,263","3,976",6.80,0,0,0,0.00,.,.,.,.,"514,020","5,312,443","2,932,357",9.68
2010,11,WV,Final,"85,919","934,474","869,426",9.19,"50,903","623,763","137,103",8.16,"58,495","920,432","12,358",6.36,29,343,1,8.45,.,.,.,.,"195,345","2,479,013","1,018,888",7.88
2010,11,WY,Final,"19,889","222,984","256,972",8.92,"26,680","359,331","59,566",7.42,"43,713","870,645","8,669",5.02,0,0,0,0.00,.,.,.,.,"90,283","1,452,960","325,207",6.21
2010,12,AK,Final,"37,664","234,749","272,300",16.04,"36,396","259,603","47,874",14.02,"17,559","111,543","1,242",15.74,0,0,0,0.00,.,.,.,.,"91,619","605,894","321,416",15.12
2010,12,AL,Final,"335,695","3,245,762","2,138,447",10.34,"189,268","1,822,541","356,561",10.38,"167,366","2,746,748","6,916",6.09,0,0,0,0.00,.,.,.,.,"692,329","7,815,052","2,501,924",8.86
2010,12,AR,Final,"126,256","1,525,702","1,321,330",8.28,"63,042","897,476","179,546",7.02,"70,142","1,341,557","30,721",5.23,4,36,2,11.11,.,.,.,.,"259,444","3,764,771","1,531,599",6.89
2010,12,AZ,Final,"220,040","2,200,865","2,570,030",10.00,"179,823","2,104,501","301,149",8.54,"55,543","933,296","7,088",5.95,0,0,0,0.00,.,.,.,.,"455,406","5,238,663","2,878,267",8.69
2010,12,CA,Final,"1,192,007","7,965,588","13,433,368",14.96,"1,159,862","10,109,248","1,889,365",11.47,"356,822","4,153,631","74,200",8.59,"5,561","70,736",14,7.86,.,.,.,.,"2,714,253","22,299,203","15,396,947",12.17
2010,12,CO,Final,"160,113","1,560,412","2,134,133",10.26,"131,573","1,592,534","349,791",8.26,"80,532","1,261,894","14,880",6.38,375,"4,315",1,8.69,.,.,.,.,"372,593","4,419,155","2,498,805",8.43
2010,12,CT,Final,"221,375","1,187,387","1,454,970",18.64,"174,396","1,095,487","150,004",15.92,"39,267","279,713","4,803",14.04,"1,953","18,988",2,10.29,.,.,.,.,"436,992","2,581,575","1,609,779",16.93
2010,12,DC,Final,"26,870","199,329","229,241",13.48,"102,356","767,689","26,465",13.33,"1,954","21,287",1,9.18,"3,411","27,890",1,12.23,.,.,.,.,"134,590","1,016,196","255,708",13.24
2010,12,DE,Final,"54,357","398,206","396,961",13.65,"38,952","347,994","49,901",11.19,"19,329","198,844","1,214",9.72,0,0,0,0.00,.,.,.,.,"112,637","945,045","448,076",11.92
2010,12,FL,Final,"1,099,157","9,408,302","8,590,460",11.68,"717,734","7,129,020","1,130,241",10.07,"129,899","1,419,810","18,148",9.15,646,"7,107",25,9.09,.,.,.,.,"1,947,435","17,964,239","9,738,874",10.84
2010,12,GA,Final,"496,799","5,348,247","4,047,328",9.29,"353,308","3,875,480","547,403",9.12,"159,683","2,470,078","15,854",6.46,"1,087","14,040",1,7.74,.,.,.,.,"1,010,878","11,707,846","4,610,586",8.63
2010,12,HI,Final,"74,750","256,454","416,149",29.15,"74,977","278,583","60,550",26.91,"68,728","304,543",675,22.57,0,0,0,0.00,.,.,.,.,"218,455","839,580","477,374",26.02
2010,12,IA,Final,"143,537","1,478,992","1,332,676",9.71,"77,942","1,059,375","218,556",7.36,"77,811","1,523,493","6,106",5.11,0,0,0,0.00,.,.,.,.,"299,291","4,061,859","1,557,338",7.37
2010,12,ID,Final,"72,759","937,481","667,496",7.76,"32,664","518,919","101,812",6.29,"25,187","555,956","25,537",4.53,0,0,0,0.00,.,.,.,.,"130,610","2,012,357","794,845",6.49
2010,12,IL,Final,"466,153","4,382,511","5,079,692",10.64,"348,030","4,341,217","582,374",8.02,"242,281","3,717,574","6,050",6.52,"3,985","63,408",3,6.28,.,.,.,.,"1,060,449","12,504,709","5,668,119",8.48
2010,12,IN,Final,"329,399","3,528,022","2,751,510",9.34,"170,504","1,991,714","341,542",8.56,"231,887","3,862,094","18,641",6.00,210,"2,172",1,9.67,.,.,.,.,"731,999","9,384,002","3,111,694",7.80
2010,12,KS,Final,"114,585","1,214,830","1,163,174",9.43,"94,657","1,204,806","220,169",7.86,"53,261","846,003","24,559",6.30,0,0,0,0.00,.,.,.,.,"262,502","3,265,639","1,407,902",8.04
2010,12,KY,Final,"259,136","3,045,346","1,929,329",8.51,"136,301","1,726,643","297,144",7.89,"202,050","3,942,227","7,219",5.13,0,0,0,0.00,.,.,.,.,"597,487","8,714,215","2,233,692",6.86
2010,12,LA,Final,"194,902","2,379,287","2,001,856",8.19,"145,778","1,814,951","279,438",8.03,"117,342","2,333,876","18,020",5.03,67,807,22,8.30,.,.,.,.,"458,089","6,528,921","2,299,336",7.02
2010,12,MA,Final,"277,109","1,921,466","2,666,461",14.42,"220,271","1,527,174","378,828",14.42,"182,008","1,339,328","16,032",13.59,"1,891","33,682",2,5.61,.,.,.,.,"681,279","4,821,651","3,061,323",14.13
2010,12,MD,Final,"374,179","2,832,938","2,204,937",13.21,"309,269","2,631,031","244,830",11.75,"39,599","407,712","8,945",9.71,"4,647","46,153",5,10.07,.,.,.,.,"727,694","5,917,834","2,458,717",12.30
2010,12,ME,Final,"67,959","431,332","700,724",15.76,"44,500","361,446","88,188",12.31,"24,314","237,844","2,837",10.22,0,0,0,0.00,.,.,.,.,"136,772","1,030,622","791,749",13.27
2010,12,MI,Final,"385,493","3,199,537","4,250,390",12.05,"271,051","2,826,659","518,815",9.59,"202,304","2,973,217","12,688",6.80,49,472,1,10.38,.,.,.,.,"858,897","8,999,885","4,781,894",9.54
2010,12,MN,Final,"230,392","2,232,806","2,306,471",10.32,"158,556","1,926,525","278,112",8.23,"121,379","1,920,409","9,250",6.32,144,"1,855",1,7.76,.,.,.,.,"510,471","6,081,594","2,593,834",8.39
2010,12,MO,Final,"293,446","3,635,744","2,695,288",8.07,"179,193","2,599,526","371,639",6.89,"73,674","1,402,379","8,852",5.25,114,"2,051",1,5.56,.,.,.,.,"546,426","7,639,700","3,075,780",7.15
2010,12,MS,Final,"149,594","1,551,812","1,247,650",9.64,"95,346","1,040,088","224,788",9.17,"82,567","1,305,331","7,044",6.33,0,0,0,0.00,.,.,.,.,"327,506","3,897,230","1,479,482",8.40
2010,12,MT,Final,"47,890","535,032","470,355",8.95,"35,799","420,733","101,694",8.51,"19,162","352,616","3,498",5.43,0,0,0,0.00,.,.,.,.,"102,851","1,308,381","575,547",7.86
2010,12,NC,Final,"570,906","6,050,555","4,187,958",9.44,"305,636","3,896,449","646,202",7.84,"118,062","2,009,732","10,973",5.87,41,617,8,6.65,.,.,.,.,"994,644","11,957,352","4,845,141",8.32
